      Wavelength  Flux
      microns     Jy
      20.5929      196.632
      20.5980      196.302
      20.6032      196.486
      20.6083      197.271
      20.6135      196.869
      20.6187      197.449
      20.6238      199.607
      20.6290      201.744
      20.6341      202.354
      20.6393      202.222
      20.6444      202.291
      20.6496      201.680
      20.6548      201.146
      20.6599      201.870
      20.6651      201.998
      20.6703      202.477
      20.6754      199.309
      20.6806      198.320
      20.6858      198.086
      20.6909      201.461
      20.6961      201.862
      20.7013      201.942
      20.7065      201.108
      20.7116      201.655
      20.7168      201.515
      20.7220      201.857
      20.7272      203.282
      20.7324      203.907
      20.7376      203.569
      20.7427      202.098
      20.7479      202.255
      20.7531      204.809
      20.7583      204.376
      20.7635      204.351
      20.7687      204.648
      20.7739      204.050
      20.7791      204.569
      20.7843      205.727
      20.7895      204.838
      20.7947      204.143
      20.7999      203.561
      20.8051      202.811
      20.8103      202.519
      20.8155      203.487
      20.8207      203.824
      20.8259      203.229
      20.8311      202.262
      20.8363      201.894
      20.8415      202.658
      20.8467      202.716
      20.8519      202.535
      20.8571      202.668
      20.8624      202.497
      20.8676      202.734
      20.8728      202.677
      20.8780      202.744
      20.8832      202.693
      20.8884      204.121
      20.8937      203.856
      20.8989      201.775
      20.9041      203.540
      20.9093      204.072
      20.9146      204.319
      20.9198      205.253
      20.9250      204.865
      20.9303      203.293
      20.9355      203.695
      20.9407      203.830
      20.9460      203.419
      20.9512      204.464
      20.9564      204.614
      20.9617      203.248
      20.9669      203.528
      20.9722      203.875
      20.9774      205.023
      20.9827      204.097
      20.9879      204.296
      20.9931      204.236
      20.9984      204.077
      21.0036      204.060
      21.0089      206.575
      21.0142      206.520
      21.0194      206.419
      21.0247      205.781
      21.0299      206.510
      21.0352      206.003
      21.0404      206.963
      21.0457      206.984
      21.0510      206.611
      21.0562      206.271
      21.0615      205.803
      21.0668      205.340
      21.0720      204.832
      21.0773      206.985
      21.0826      206.803
      21.0878      206.699
      21.0931      206.841
      21.0984      206.448
      21.1037      206.181
      21.1089      208.430
      21.1142      208.484
      21.1195      208.635
      21.1248      208.340
      21.1300      209.806
      21.1353      210.187
      21.1406      211.938
      21.1459      210.761
      21.1512      210.281
      21.1565      211.935
      21.1618      210.461
      21.1671      209.954
      21.1724      211.213
      21.1776      210.022
      21.1829      209.947
      21.1882      211.645
      21.1935      211.559
      21.1988      211.873
      21.2041      213.522
      21.2094      214.422
      21.2147      213.704
      21.2200      212.088
      21.2253      211.947
      21.2307      211.917
      21.2360      212.204
      21.2413      215.435
      21.2466      216.795
      21.2519      216.923
      21.2572      217.675
      21.2625      217.307
      21.2678      215.736
      21.2732      216.818
      21.2785      217.145
      21.2838      215.620
      21.2891      216.994
      21.2944      217.477
      21.2998      217.068
      21.3051      217.892
      21.3104      218.090
      21.3157      218.192
      21.3211      218.343
      21.3264      218.640
      21.3317      219.953
      21.3371      219.152
      21.3424      219.002
      21.3477      220.925
      21.3531      221.234
      21.3584      221.864
      21.3638      223.625
      21.3691      223.889
      21.3744      223.113
      21.3798      222.755
      21.3851      226.368
      21.3905      227.812
      21.3958      226.346
      21.4012      224.162
      21.4065      223.637
      21.4119      224.464
      21.4172      224.245
      21.4226      225.121
      21.4279      226.451
      21.4333      226.346
      21.4387      225.907
      21.4440      226.568
      21.4494      228.115
      21.4548      229.073
      21.4601      229.344
      21.4655      229.134
      21.4708      228.736
      21.4762      228.456
      21.4816      227.589
      21.4870      227.630
      21.4923      227.542
      21.4977      227.444
      21.5031      226.851
      21.5085      226.012
      21.5138      227.250
      21.5192      228.479
      21.5246      228.624
      21.5300      229.455
      21.5354      230.150
      21.5407      230.262
      21.5461      231.736
      21.5515      231.655
      21.5569      230.856
      21.5623      229.771
      21.5677      229.516
      21.5731      230.060
      21.5785      231.456
      21.5839      232.421
      21.5893      232.726
      21.5947      232.829
      21.6001      233.050
      21.6055      233.534
      21.6109      231.393
      21.6163      231.163
      21.6217      233.284
      21.6271      231.967
      21.6325      231.639
      21.6379      233.793
      21.6433      233.402
      21.6487      233.149
      21.6541      232.907
      21.6595      232.545
      21.6650      231.665
      21.6704      233.743
      21.6758      234.237
      21.6812      234.907
      21.6866      233.991
      21.6921      233.557
      21.6975      233.103
      21.7029      236.587
      21.7083      236.285
      21.7138      236.350
      21.7192      235.798
      21.7246      235.810
      21.7301      235.815
      21.7355      239.111
      21.7409      238.984
      21.7464      239.080
      21.7518      237.148
      21.7572      236.775
      21.7627      236.277
      21.7681      240.054
      21.7736      239.843
      21.7790      238.875
      21.7844      236.492
      21.7899      236.374
      21.7953      236.069
      21.8008      240.051
      21.8062      242.551
      21.8117      246.137
      21.8171      249.391
      21.8226      251.689
      21.8281      253.753
      21.8335      251.028
      21.8390      247.199
      21.8444      243.566
      21.8499      239.896
      21.8554      238.682
      21.8608      239.110
      21.8663      239.934
      21.8718      239.466
      21.8772      236.502
      21.8827      235.513
      21.8882      236.152
      21.8936      237.605
      21.8991      238.276
      21.9046      237.949
      21.9101      236.636
      21.9155      237.018
      21.9210      237.340
      21.9265      239.815
      21.9320      239.804
      21.9375      240.104
      21.9430      238.772
      21.9484      238.553
      21.9539      237.978
      21.9594      239.728
      21.9649      239.500
      21.9704      239.620
      21.9759      236.706
      21.9814      237.295
      21.9869      237.573
      21.9924      238.293
      21.9979      239.223
      22.0034      240.608
      22.0089      237.692
      22.0144      237.473
      22.0199      237.645
      22.0254      240.446
      22.0309      240.856
      22.0364      242.093
      22.0419      241.625
      22.0474      240.853
      22.0529      241.032
      22.0585      245.668
      22.0640      245.357
      22.0695      240.939
      22.0750      238.722
      22.0805      239.030
      22.0861      244.044
      22.0916      243.933
      22.0971      243.386
      22.1026      238.497
      22.1081      238.289
      22.1137      238.391
      22.1192      240.907
      22.1247      240.800
      22.1303      241.156
      22.1358      239.881
      22.1413      239.786
      22.1469      239.844
      22.1524      241.882
      22.1579      241.733
      22.1635      242.729
      22.1690      242.471
      22.1746      242.855
      22.1801      242.779
      22.1857      245.939
      22.1912      246.953
      22.1968      245.035
      22.2023      245.648
      22.2079      246.832
      22.2134      247.049
      22.2190      248.150
      22.2245      248.603
      22.2301      247.509
      22.2356      247.315
      22.2412      247.067
      22.2468      248.705
      22.2523      248.777
      22.2579      248.602
      22.2634      247.673
      22.2690      247.992
      22.2746      247.849
      22.2802      249.909
      22.2857      250.148
      22.2913      250.351
      22.2969      249.943
      22.3024      250.078
      22.3080      251.249
      22.3136      251.927
      22.3192      253.176
      22.3248      254.299
      22.3303      253.925
      22.3359      253.339
      22.3415      255.926
      22.3471      255.200
      22.3527      254.855
      22.3583      251.373
      22.3639      251.319
      22.3694      251.666
      22.3750      253.468
      22.3806      253.638
      22.3862      254.078
      22.3918      254.919
      22.3974      255.049
      22.4030      254.689
      22.4086      255.855
      22.4142      256.569
      22.4198      255.873
      22.4254      255.120
      22.4310      255.432
      22.4367      257.638
      22.4423      258.396
      22.4479      258.965
      22.4535      258.375
      22.4591      257.930
      22.4647      257.483
      22.4703      259.678
      22.4760      259.261
      22.4816      258.824
      22.4872      258.038
      22.4928      257.853
      22.4984      257.354
      22.5041      258.641
      22.5097      259.058
      22.5153      259.573
      22.5210      259.346
      22.5266      259.422
      22.5322      259.160
      22.5379      261.156
      22.5435      263.140
      22.5491      265.313
      22.5548      264.956
      22.5604      264.600
      22.5660      264.542
      22.5717      264.419
      22.5773      264.552
      22.5830      262.952
      22.5886      263.578
      22.5943      264.052
      22.5999      266.948
      22.6056      267.075
      22.6112      266.642
      22.6169      263.467
      22.6225      263.300
      22.6282      266.130
      22.6338      267.420
      22.6395      268.106
      22.6452      267.604
      22.6508      267.923
      22.6565      268.189
      22.6622      269.509
      22.6678      269.447
      22.6735      270.175
      22.6792      272.820
      22.6848      272.782
      22.6905      273.038
      22.6962      274.462
      22.7018      275.501
      22.7075      275.963
      22.7132      275.355
      22.7189      275.480
      22.7246      275.707
      22.7302      276.275
      22.7359      276.564
      22.7416      274.439
      22.7473      274.441
      22.7530      274.337
      22.7587      275.853
      22.7644      276.799
      22.7701      279.397
      22.7757      279.051
      22.7814      278.053
      22.7871      278.110
      22.7928      281.917
      22.7985      284.458
      22.8042      285.889
      22.8099      285.008
      22.8156      284.676
      22.8213      285.008
      22.8270      285.737
      22.8328      286.720
      22.8385      286.731
      22.8442      287.278
      22.8499      287.066
      22.8556      286.061
      22.8613      287.575
      22.8670      289.888
      22.8727      287.642
      22.8785      287.167
      22.8842      286.989
      22.8899      288.010
      22.8956      288.295
      22.9014      287.416
      22.9071      287.508
      22.9128      287.451
      22.9185      290.947
      22.9243      292.847
      22.9300      293.217
      22.9357      293.656
      22.9415      292.571
      22.9472      288.475
      22.9529      288.692
      22.9587      289.814
      22.9644      294.166
      22.9702      294.115
      22.9759      294.200
      22.9817      292.289
      22.9874      292.512
      22.9931      293.646
      22.9989      294.597
      23.0046      295.063
      23.0104      292.803
      23.0162      294.564
      23.0219      294.928
      23.0277      292.651
      23.0334      292.880
      23.0392      293.517
      23.0449      293.697
      23.0507      295.033
      23.0565      295.466
      23.0622      297.112
      23.0680      296.509
      23.0738      295.661
      23.0795      296.656
      23.0853      296.937
      23.0911      298.204
      23.0968      297.505
      23.1026      297.236
      23.1084      297.697
      23.1142      298.342
      23.1200      299.261
      23.1257      299.461
      23.1315      299.660
      23.1373      299.448
      23.1431      298.106
      23.1489      299.636
      23.1547      300.715
      23.1605      300.395
      23.1662      300.602
      23.1720      299.096
      23.1778      299.506
      23.1836      300.373
      23.1894      301.155
      23.1952      301.689
      23.2010      301.057
      23.2068      303.335
      23.2126      303.798
      23.2184      305.229
      23.2242      305.244
      23.2300      305.979
      23.2358      306.059
      23.2417      305.766
      23.2475      305.458
      23.2533      306.921
      23.2591      307.332
      23.2649      307.190
      23.2707      306.660
      23.2765      307.479
      23.2824      308.928
      23.2882      309.088
      23.2940      309.125
      23.2998      308.905
      23.3057      309.370
      23.3115      309.868
      23.3173      309.397
      23.3231      309.922
      23.3290      308.762
      23.3348      307.694
      23.3406      308.523
      23.3465      310.625
      23.3523      310.539
      23.3582      310.316
      23.3640      312.948
      23.3698      312.681
      23.3757      312.340
      23.3815      313.990
      23.3874      314.316
      23.3932      314.090
      23.3991      314.305
      23.4049      315.064
      23.4108      316.582
      23.4166      317.216
      23.4225      317.722
      23.4283      316.748
      23.4342      317.539
      23.4401      317.581
      23.4459      318.575
      23.4518      319.296
      23.4576      316.425
      23.4635      316.496
      23.4694      316.427
      23.4752      318.001
      23.4811      318.868
      23.4870      319.655
      23.4929      318.501
      23.4987      319.308
      23.5046      321.112
      23.5105      320.867
      23.5164      321.044
      23.5222      320.561
      23.5281      320.773
      23.5340      321.061
      23.5399      324.716
      23.5458      325.825
      23.5517      326.710
      23.5575      326.373
      23.5634      327.038
      23.5693      326.315
      23.5752      327.060
      23.5811      327.709
      23.5870      329.057
      23.5929      329.115
      23.5988      327.812
      23.6047      328.765
      23.6106      329.876
      23.6165      329.042
      23.6224      328.762
      23.6283      328.565
      23.6342      329.560
      23.6401      329.412
      23.6461      329.209
      23.6520      328.950
      23.6579      329.665
      23.6638      331.197
      23.6697      330.455
      23.6756      329.491
      23.6815      328.698
      23.6875      329.069
      23.6934      329.708
      23.6993      329.187
      23.7052      330.935
      23.7112      329.432
      23.7171      329.556
      23.7230      329.038
      23.7290      329.503
      23.7349      330.567
      23.7408      331.503
      23.7468      331.847
      23.7527      331.374
      23.7586      329.562
      23.7646      329.535
      23.7705      329.078
      23.7765      327.576
      23.7824      328.518
      23.7884      329.271
      23.7943      331.120
      23.8003      329.803
      23.8062      328.468
      23.8122      327.181
      23.8181      327.815
      23.8241      326.091
      23.8300      325.598
      23.8360      325.423
      23.8419      319.521
      23.8479      319.655
      23.8539      321.519
      23.8598      321.389
      23.8658      321.237
      23.8718      319.806
      23.8777      319.427
      23.8837      318.562
      23.8897      319.082
      23.8956      319.986
      23.9016      318.797
      23.9076      316.482
      23.9136      315.517
      23.9196      316.643
      23.9255      316.445
      23.9315      315.768
      23.9375      316.079
      23.9435      316.790
      23.9495      317.854
      23.9555      317.417
      23.9614      316.975
      23.9674      312.999
      23.9734      313.341
      23.9794      313.504
      23.9854      316.365
      23.9914      315.978
      23.9974      314.501
      24.0034      313.559
      24.0094      313.589
      24.0154      313.071
      24.0214      313.470
      24.0274      313.201
      24.0334      309.692
      24.0394      309.591
      24.0455      310.810
      24.0515      311.368
      24.0575      311.165
      24.0635      312.704
      24.0695      312.900
      24.0755      310.278
      24.0816      310.371
      24.0876      309.900
      24.0936      310.558
      24.0996      310.983
      24.1056      310.348
      24.1117      310.226
      24.1177      310.141
      24.1237      310.335
      24.1298      310.196
      24.4638      320.459
      24.4700      319.446
      24.4761      318.953
      24.4822      319.383
      24.4883      320.982
      24.4944      321.362
      24.5006      322.233
      24.5067      320.771
      24.5128      321.300
      24.5189      320.908
      24.5251      323.592
      24.5312      323.839
      24.5373      324.707
      24.5435      324.664
      24.5496      324.933
      24.5558      325.587
      24.5619      326.211
      24.5680      327.517
      24.5742      328.309
      24.5803      328.993
      24.5865      328.842
      24.5926      329.500
      24.5988      327.324
      24.6049      325.075
      24.6111      324.133
      24.6172      324.749
      24.6234      325.033
      24.6295      324.828
      24.6357      322.829
      24.6418      322.070
      24.6480      322.430
      24.6542      323.249
      24.6603      323.692
      24.6665      322.735
      24.6727      322.925
      24.6788      326.131
      24.6850      326.011
      24.6912      325.831
      24.6974      323.535
      24.7035      323.334
      24.7097      323.676
      24.7159      323.106
      24.7221      323.726
      24.7282      322.839
      24.7344      323.523
      24.7406      323.738
      24.7468      324.531
      24.7530      325.209
      24.7592      323.332
      24.7654      323.385
      24.7716      323.673
      24.7778      326.940
      24.7839      328.383
      24.7901      328.452
      24.7963      327.270
      24.8025      326.806
      24.8087      328.165
      24.8149      329.339
      24.8212      330.105
      24.8274      331.066
      24.8336      332.762
      24.8398      336.133
      24.8460      335.439
      24.8522      334.157
      24.8584      331.952
      24.8646      333.168
      24.8708      334.916
      24.8771      336.267
      24.8833      336.604
      24.8895      333.783
      24.8957      334.408
      24.9020      336.315
      24.9082      336.416
      24.9144      336.143
      24.9206      331.704
      24.9269      330.865
      24.9331      333.836
      24.9393      334.375
      24.9456      334.887
      24.9518      335.930
      24.9580      336.181
      24.9643      337.480
      24.9705      337.248
      24.9768      337.702
      24.9830      338.431
      24.9893      339.320
      24.9955      338.967
      25.0018      338.906
      25.0080      339.975
      25.0143      337.259
      25.0205      338.424
      25.0268      338.421
      25.0330      338.813
      25.0393      338.964
      25.0455      336.016
      25.0518      336.192
      25.0581      335.084
      25.0643      336.050
      25.0706      336.034
      25.0769      336.439
      25.0831      335.958
      25.0894      335.321
      25.0957      335.719
      25.1020      336.132
      25.1082      334.480
      25.1145      334.286
      25.1208      335.896
      25.1271      335.702
      25.1334      335.496
      25.1396      330.703
      25.1459      330.122
      25.1522      329.613
      25.1585      326.534
      25.1648      326.204
      25.1711      322.028
      25.1774      322.452
      25.1837      321.453
      25.1900      322.924
      25.1963      322.452
      25.2026      320.396
      25.2089      319.001
      25.2152      318.081
      25.2215      316.217
      25.2278      316.825
      25.2341      318.483
      25.2404      320.670
      25.2467      321.481
      25.2530      321.990
      25.2593      321.475
      25.2657      322.466
      25.2720      320.990
      25.2783      321.090
      25.2846      319.597
      25.2909      320.513
      25.2973      317.916
      25.3036      316.049
      25.3099      316.316
      25.3162      318.570
      25.3226      319.376
      25.3289      318.340
      25.3352      319.233
      25.3416      320.152
      25.3479      320.442
      25.3542      320.372
      25.3606      315.878
      25.3669      315.715
      25.3733      316.154
      25.3796      317.941
      25.3860      317.505
      25.3923      318.987
      25.3987      320.477
      25.4050      321.391
      25.4114      319.217
      25.4177      319.749
      25.4241      320.083
      25.4304      319.923
      25.4368      320.148
      25.4431      320.369
      25.4495      321.276
      25.4559      320.673
      25.4622      320.955
      25.4686      321.640
      25.4750      322.381
      25.4813      323.095
      25.4877      322.355
      25.4941      323.468
      25.5005      324.453
      25.5068      325.392
      25.5132      325.160
      25.5196      324.435
      25.5260      325.527
      25.5323      326.286
      25.5387      326.952
      25.5451      327.915
      25.5515      324.210
      25.5579      325.664
      25.5643      326.660
      25.5707      328.440
      25.5771      328.215
      25.5835      328.349
      25.5899      329.800
      25.5963      332.417
      26.0546      353.321
      26.0612      353.280
      26.0677      350.924
      26.0742      350.742
      26.0807      350.560
      26.0872      351.844
      26.0938      352.037
      26.1003      352.251
      26.1068      353.302
      26.1133      353.047
      26.1199      352.265
      26.1264      351.593
      26.1329      352.849
      26.1395      352.760
      26.1460      352.781
      26.1525      351.304
      26.1591      353.092
      26.1656      354.686
      26.1722      354.438
      26.1787      354.387
      26.1852      352.237
      26.1918      352.151
      26.1983      349.834
      26.2049      350.986
      26.2114      353.072
      26.2180      355.335
      26.2246      355.163
      26.2311      354.362
      26.2377      354.635
      26.2442      355.458
      26.2508      356.657
      26.2574      357.130
      26.2639      355.458
      26.2705      355.620
      26.2771      358.766
      26.2836      361.125
      26.2902      362.498
      26.2968      360.957
      26.3033      360.513
      26.3099      357.939
      26.3165      358.623
      26.3231      358.049
      26.3297      358.267
      26.3362      357.943
      26.3428      357.937
      26.3494      358.898
      26.3560      359.180
      26.3626      358.745
      26.3692      357.811
      26.3758      359.165
      26.3824      359.490
      26.3890      361.421
      26.3956      361.509
      26.4022      364.469
      26.4088      365.985
      26.4154      367.376
      26.4220      365.422
      26.4286      365.612
      26.4352      366.966
      26.4418      367.178
      26.4484      366.621
      26.4550      365.544
      26.4616      366.166
      26.4683      364.241
      26.4749      364.549
      26.4815      363.847
      26.4881      366.377
      26.4947      367.077
      26.5014      369.720
      26.5080      370.456
      26.5146      370.823
      26.5212      370.139
      26.5279      369.502
      26.5345      370.279
      26.5411      370.515
      26.5478      371.685
      26.5544      371.455
      26.5611      370.465
      26.5677      369.937
      26.5743      370.732
      26.5810      372.003
      26.5876      372.871
      26.5943      374.257
      26.6009      374.452
      26.6076      373.159
      26.6142      372.603
      26.6209      372.056
      26.6275      374.648
      26.6342      375.572
      26.6409      377.071
      26.6475      376.356
      26.6542      377.783
      26.6608      378.183
      26.6675      377.615
      26.6742      376.659
      26.6809      376.583
      26.6875      379.113
      26.6942      379.455
      26.7009      379.326
      26.7075      379.424
      26.7142      379.471
      26.7209      378.834
      26.7276      377.883
      26.7343      379.789
      26.7410      379.160
      26.7476      378.315
      26.7543      377.970
      26.7610      378.242
      26.7677      380.581
      26.7744      380.064
      26.7811      379.794
      26.7878      379.414
      26.7945      380.117
      26.8012      381.669
      26.8079      383.421
      26.8146      386.862
      26.8213      387.163
      26.8280      387.886
      26.8347      387.351
      26.8414      388.457
      26.8481      388.794
      26.8548      388.921
      26.8616      389.341
      26.8683      388.904
      26.8750      389.459
      26.8817      389.774
      26.8884      389.565
      26.8952      390.570
      26.9019      390.786
      26.9086      391.373
      26.9153      392.188
      26.9221      393.240
      26.9288      394.203
      26.9355      393.502
      26.9423      394.080
      26.9490      394.158
      26.9557      396.145
      26.9625      395.681
      26.9692      396.445
      26.9760      396.579
      26.9827      395.087
      26.9895      395.511
      26.9962      395.388
      27.0030      396.189
      27.0097      396.027
      27.0165      395.847
      27.0232      395.279
      27.0300      395.087
      27.0367      397.537
      27.0435      397.122
      27.0502      398.848
      27.0570      398.573
      27.0638      399.711
      27.0705      400.771
      27.0773      399.699
      27.0841      398.603
      27.0909      397.624
      27.0976      400.085
      27.1044      400.910
      27.1112      401.866
      27.1180      401.512
      27.1247      401.008
      27.1315      400.571
      27.1383      398.440
      27.1451      397.880
      27.1519      398.441
      27.1587      400.314
      27.1655      401.829
      27.1722      402.290
      27.1790      404.235
      27.1858      402.967
      27.1926      405.530
      27.1994      405.095
      27.2062      405.413
      27.2130      404.005
      27.2198      403.359
      27.2266      406.298
      27.2335      406.262
      27.2403      406.529
      27.2471      405.440
      27.2539      409.651
      27.2607      411.927
      27.2675      412.931
      27.2743      413.219
      27.2812      413.433
      27.2880      415.987
      27.2948      416.251
      27.3016      416.716
      27.3085      415.744
      27.3153      416.503
      27.3221      418.111
      27.3289      419.043
      27.3358      420.823
      27.3426      420.599
      27.3494      420.497
      27.3563      420.507
      27.3631      421.412
      27.3700      423.067
      27.3768      422.061
      27.3837      424.157
      27.3905      424.059
      27.3973      426.592
      27.4042      425.147
      27.4110      429.664
      27.4179      430.104
      27.4248      431.266
      27.4316      430.857
      27.4385      431.422
      27.4453      433.074
      27.4522      431.669
      27.4591      433.385
      27.4659      432.619
      27.4728      433.538
      27.4797      434.643
      27.4865      435.548
      27.4934      438.990
      27.5003      439.460
      27.5072      441.825
      27.5140      440.384
      27.5209      440.019
      27.5278      437.839
      27.5347      434.992
      27.5416      435.850
      27.5484      434.325
      27.5579      436.949
      27.5717      439.136
      27.5855      440.661
      27.5993      441.584
      27.6131      442.166
      27.6269      442.806
      27.6407      443.500
      27.6546      444.078
      27.6684      444.525
      27.6822      444.822
      27.6961      444.946
      27.7099      444.721
      27.7238      444.296
      27.7376      444.229
      27.7515      445.062
      27.7654      447.007
      27.7793      449.614
      27.7932      452.103
      27.8071      453.912
      27.8210      455.012
      27.8349      455.628
      27.8488      455.943
      27.8628      456.003
      27.8767      456.369
      27.8906      457.550
      27.9046      460.113
      27.9185      463.580
      27.9325      466.788
      27.9465      469.390
      27.9604      471.621
      27.9744      473.185
      27.9884      473.408
      28.0024      472.574
      28.0164      472.119
      28.0304      472.951
      28.0444      474.725
      28.0585      476.574
      28.0725      477.720
      28.0865      478.124
      28.1006      477.775
      28.1146      476.495
      28.1287      474.750
      28.1428      473.522
      28.1569      473.564
      28.1709      474.167
      28.1850      474.314
      28.1991      473.548
      28.2132      471.955
      28.2273      469.869
      28.2414      467.714
      28.2556      466.023
      28.2697      465.399
      28.2838      465.676
      28.2980      465.921
      28.3121      465.208
      28.3263      463.708
      28.3405      461.920
      28.3546      460.106
      28.3688      458.177
      28.3830      456.366
      28.3972      455.118
      28.4114      454.767
      28.4256      455.189
      28.4398      455.775
      28.4541      455.970
      28.4683      455.465
      28.4825      454.515
      28.4968      454.078
      28.5110      455.180
      28.5253      457.883
      28.5395      461.069
      28.5538      463.512
      28.5681      464.689
      28.5824      464.694
      28.5967      463.726
      28.6110      462.097
      28.6253      460.514
      28.6396      460.133
      28.6539      461.710
      28.6683      465.244
      28.6826      470.050
      28.6969      474.906
      28.7113      478.548
      28.7257      479.870
      28.7400      478.699
      28.7544      476.223
      28.7688      474.302
      28.7832      474.436
      28.7976      476.812
      28.8120      480.424
      28.8264      483.712
      28.8408      485.866
      28.8552      486.975
      28.8696      487.259
      28.8841      486.979
      28.8985      486.528
      28.9130      486.741
      28.9274      488.278
      28.9419      491.402
      28.9564      495.620
      28.9709      500.076
      28.9854      503.922
      28.9999      507.215
      29.0144      509.469
      29.0289      510.384
      29.0434      510.773
      29.0579      511.312
      29.0724      512.035
      29.0870      512.577
      29.1015      512.682
      29.1161      512.196
      29.1306      510.890
      29.1452      509.330
      29.1598      508.157
      29.1744      508.900
      29.1890      512.855
      29.2036      520.132
      29.2182      529.049
      29.2328      536.483
      29.2474      539.909
      29.2620      538.558
      29.2767      534.929
      29.2913      532.804
      29.3060      534.165
      29.3206      537.786
      29.3353      541.892
      29.3499      545.475
      29.3646      548.224
      29.3799      550.100
      29.3873      551.470
      29.3946      552.343
      29.4020      553.139
      29.4093      554.506
      29.4167      555.889
      29.4240      556.254
      29.4314      555.396
      29.4387      554.973
      29.4461      556.506
      29.4535      560.328
      29.4608      565.470
      29.4682      569.914
      29.4756      572.298
      29.4829      572.904
      29.4903      572.807
      29.4977      572.455
      29.5051      571.829
      29.5124      571.475
      29.5198      571.861
      29.5272      572.653
      29.5346      573.744
      29.5420      574.995
      29.5493      576.731
      29.5567      578.390
      29.5641      579.301
      29.5715      579.485
      29.5789      579.785
      29.5863      580.907
      29.5937      582.347
      29.6011      583.554
      29.6085      584.940
      29.6159      587.048
      29.6233      588.695
      29.6307      588.508
      29.6381      586.703
      29.6455      585.495
      29.6529      585.749
      29.6604      586.622
      29.6678      586.915
      29.6752      586.985
      29.6826      587.420
      29.6900      588.400
      29.6975      589.473
      29.7049      590.628
      29.7123      591.444
      29.7197      591.774
      29.7272      591.608
      29.7346      591.263
      29.7420      590.255
      29.7495      588.445
      29.7569      587.016
      29.7644      586.877
      29.7718      587.978
      29.7792      589.097
      29.7867      589.634
      29.7941      589.724
      29.8016      589.649
      29.8090      589.024
      29.8165      588.090
      29.8239      587.508
      29.8314      588.748
      29.8389      591.267
      29.8463      593.275
      29.8538      593.322
      29.8612      592.127
      29.8687      591.180
      29.8762      590.388
      29.8836      588.915
      29.8911      587.307
      29.8986      586.206
      29.9061      584.981
      29.9135      582.017
      29.9210      577.830
      29.9285      574.692
      29.9360      573.745
      29.9435      574.246
      29.9510      575.025
      29.9585      575.257
      29.9659      573.521
      29.9734      569.664
      29.9809      565.572
      29.9884      563.321
      29.9959      562.918
      30.0034      562.696
      30.0109      561.603
      30.0184      559.816
      30.0259      557.481
      30.0334      555.053
      30.0409      553.152
      30.0485      552.661
      30.0560      553.317
      30.0635      553.866
      30.0710      553.124
      30.0785      551.176
      30.0860      548.959
      30.0936      547.209
      30.1011      546.267
      30.1086      546.803
      30.1161      548.505
      30.1237      550.110
      30.1312      550.589
      30.1387      550.346
      30.1463      550.675
      30.1538      552.252
      30.1614      554.448
      30.1689      556.031
      30.1764      556.669
      30.1840      556.727
      30.1915      557.129
      30.1991      558.263
      30.2066      560.682
      30.2142      563.407
      30.2217      564.651
      30.2293      563.478
      30.2369      560.858
      30.2444      557.528
      30.2520      554.362
      30.2595      552.249
      30.2671      552.713
      30.2747      555.841
      30.2822      560.423
      30.2898      564.964
      30.2974      568.269
      30.3050      570.221
      30.3125      571.723
      30.3201      573.748
      30.3277      575.952
      30.3353      577.042
      30.3429      577.072
      30.3505      577.761
      30.3580      579.630
      30.3656      581.651
      30.3732      582.595
      30.3808      583.267
      30.3884      585.032
      30.3960      588.098
      30.4036      591.095
      30.4112      593.000
      30.4188      594.151
      30.4264      594.686
      30.4340      594.423
      30.4416      594.386
      30.4493      595.429
      30.4569      597.184
      30.4645      598.209
      30.4721      598.240
      30.4797      598.363
      30.4873      598.989
      30.4950      599.050
      30.5026      598.180
      30.5102      597.336
      30.5178      597.277
      30.5255      597.575
      30.5331      597.855
      30.5407      598.237
      30.5484      598.434
      30.5560      597.910
      30.5637      596.846
      30.5713      596.189
      30.5789      596.279
      30.5866      596.175
      30.5942      594.951
      30.6019      592.836
      30.6095      591.005
      30.6172      590.201
      30.6248      589.940
      30.6325      589.313
      30.6402      587.712
      30.6478      585.074
      30.6555      582.640
      30.6631      581.400
      30.6708      581.329
      30.6785      581.280
      30.6862      580.555
      30.6938      578.688
      30.7015      575.737
      30.7092      571.776
      30.7169      567.420
      30.7245      563.479
      30.7322      560.462
      30.7399      558.244
      30.7476      556.197
      30.7553      554.973
      30.7630      555.270
      30.7707      555.999
      30.7783      556.048
      30.7860      555.824
      30.7937      556.462
      30.8014      557.736
      30.8091      558.013
      30.8168      556.934
      30.8245      555.483
      30.8323      554.395
      30.8400      553.119
      30.8477      550.726
      30.8554      548.209
      30.8631      547.873
      30.8708      549.412
      30.8785      550.349
      30.8863      549.153
      30.8940      547.296
      30.9017      546.338
      30.9094      546.188
      30.9172      546.242
      30.9249      547.213
      30.9326      549.199
      30.9404      550.767
      30.9481      549.892
      30.9558      546.855
      30.9636      544.205
      30.9713      543.689
      30.9791      545.140
      30.9868      547.583
      30.9946      550.065
      31.0023      552.231
      31.0101      554.120
      31.0178      555.370
      31.0256      556.217
      31.0333      556.963
      31.0411      557.770
      31.0488      558.666
      31.0566      560.519
      31.0644      563.308
      31.0721      565.831
      31.0799      566.417
      31.0877      565.591
      31.0954      564.861
      31.1032      565.791
